cd,zip,city,state,res_ratio,bus_ratio,oth_ratio,tot_ratio
0101,36547,GULF SHORES,AL,0.017788468,0.016393883,0.000227583,0.017342653
0101,36475,REPTON,AL,0.000830609,0.000268752,0.000227583,0.000773955
0101,36471,PETERMAN,AL,0.001555591,0.000322503,0.000113792,0.001429007
0101,36583,TIBBIE,AL,0.000811404,0.000107501,0.000227583,0.000743689
0101,36617,MOBILE,AL,0.016172863,0.010078207,0.034478835,0.016030387
0101,36693,MOBILE,AL,0.021871894,0.02580021,0.022189349,0.022193926
0101,36615,MOBILE,AL,0.000386497,0.004004408,0.002048248,0.000709099
0101,36543,HUXFORD,AL,0.000000000,2.68752E-05,0,2.16189E-06
0101,36503,ATMORE,AL,0.000000000,0.000134376,0,1.08094E-05
0101,36572,SATSUMA,AL,0.008409312,0.004192534,0.015703232,0.008208683
0101,36432,CASTLEBERRY,AL,0.000554539,0.000107501,0,0.000508043
0101,36502,ATMORE,AL,0.021615030,0.024268322,0.022758307,0.021850186
0101,36525,CREOLA,AL,0.003934588,0.003278777,0.003186163,0.003867615
0101,36529,DEER PARK,AL,0.000609753,0.000107501,0.000113792,0.000559929
0101,36549,LILLIAN,AL,0.008493334,0.001666264,0.000341375,0.007789277
0101,36548,LEROY,AL,0.001183497,0.00067188,0.000227583,0.001124181
0101,36480,URIAH,AL,0.002330986,0.000537504,0.000455166,0.002151077
0101,36578,STAPLETON,AL,0.003653718,0.002096267,0.000113792,0.00346118
0101,36579,STOCKTON,AL,0.002153341,0.00067188,0.001251707,0.00201704
0101,36601,MOBILE,AL,0.001495576,0.007874439,0.000113792,0.00198245
0101,36607,MOBILE,AL,0.009223117,0.019242656,0.020823851,0.010249503
0101,36609,MOBILE,AL,0.029709863,0.040850332,0.045402822,0.030904166
0101,36610,MOBILE,AL,0.020001824,0.019377032,0.014792899,0.019852603
0101,36612,MOBILE,AL,0.005377351,0.006288801,0.004324078,0.005430659
0101,36613,EIGHT MILE,AL,0.013724248,0.006046924,0.008534365,0.01300807
0101,36555,MAGNOLIA SPRINGS,AL,0.001543588,0.000241877,0.001024124,0.001429007
0101,36660,MOBILE,AL,0.002470221,0.005348168,0.000227583,0.00265912
0101,36768,PINE APPLE,AL,0.000057614,0,0,5.18853E-05
0101,36581,SUNFLOWER,AL,0.000153639,2.68752E-05,0.000113792,0.000142685
0101,36556,MALCOLM,AL,0.000000000,2.68752E-05,0,2.16189E-06
0101,36644,MOBILE,AL,0.000000000,2.68752E-05,0,2.16189E-06
0101,36571,SARALAND,AL,0.020042635,0.02647209,0.024806554,0.020650339
0101,36560,MOUNT VERNON,AL,0.003048766,0.001720014,0.007055075,0.003017993
0101,36551,LOXLEY,AL,0.010634671,0.006073799,0.006713701,0.010193294
0101,36559,MONTROSE,AL,0.002002103,0.003144401,0.000113792,0.002058116
0101,36526,DAPHNE,AL,0.044545590,0.052971055,0.035275376,0.045047226
0101,36535,FOLEY,AL,0.046646118,0.051869171,0.042102868,0.046979953
0101,36541,GRAND BAY,AL,0.018064538,0.006638179,0.010241238,0.016996751
0101,36536,FOLEY,AL,0.003701730,0.007820689,0.000227583,0.003967061
0101,36582,THEODORE,AL,0.029503411,0.026068962,0.042785617,0.029479483
0101,36619,MOBILE,AL,0.018436631,0.024752076,0.01558944,0.018890563
0101,36670,MOBILE,AL,0.001394750,0.003278777,0.000227583,0.00152413
0101,36420,ANDALUSIA,AL,0.000271268,0.000161251,0,0.000257264
0101,36652,MOBILE,AL,0.000924232,0.005106291,0.000227583,0.001247408
0101,36481,VREDENBURGH,AL,0.000067217,5.37504E-05,0,6.48566E-05
0101,36451,GROVE HILL,AL,0.004172248,0.003601279,0.005803368,0.004157308
0101,36530,ELBERTA,AL,0.013032874,0.005590045,0.00739645,0.012327076
0101,36545,JACKSON,AL,0.006995357,0.008976323,0.008306782,0.007179625
0101,36550,LITTLE RIVER,AL,0.000319280,0.000107501,0,0.000296178
0101,36580,SUMMERDALE,AL,0.009921692,0.008304442,0.007510241,0.009745784
0101,36584,VINEGAR BEND,AL,0.001032259,0.000188127,0.000113792,0.000946906
0101,36616,MOBILE,AL,0.002753492,0.010105082,0.000227583,0.003296877
0101,36482,WHATLEY,AL,0.000045611,0,0,4.10758E-05
0101,36577,SPANISH FORT,AL,0.001817256,0.004568787,0.000227583,0.002008392
0101,36513,CALVERT,AL,0.000021605,2.68752E-05,0,2.16189E-05
0101,36562,PERDIDO,AL,0.002177347,0.000456879,0.00295858,0.002053792
0101,36445,FRISCO CITY,AL,0.005591004,0.002176893,0.003413746,0.005275003
0101,36511,BON SECOUR,AL,0.001942088,0.001424387,0.000568958,0.001874355
0101,36523,CODEN,AL,0.003708932,0.002230643,0.001365498,0.003545494
0101,36483,WING,AL,0.000367292,0.000295627,0.000113792,0.000356711
0101,36605,MOBILE,AL,0.035168834,0.01720014,0.029244424,0.033610847
0101,36606,MOBILE,AL,0.022390424,0.056814212,0.052913063,0.025739419
0101,36640,MOBILE,AL,0.001353940,0.003278777,0.000227583,0.001487378
0101,36685,MOBILE,AL,0.002244564,0.008304442,0.000227583,0.00269371
0101,36033,GEORGIANA,AL,0.000026407,5.37504E-05,0,2.81045E-05
0101,36401,EVERGREEN,AL,0.000184846,5.37504E-05,0,0.000170789
0101,36561,ORANGE BEACH,AL,0.040010851,0.02832648,0.030837506,0.03889666
0101,36567,ROBERTSDALE,AL,0.016048031,0.012093848,0.02002731,0.015805551
0101,36574,SEMINOLE,AL,0.002162943,0.000645005,0.00147929,0.002027849
0101,36441,FLOMATON,AL,0.004998056,0.002902524,0.003868912,0.004808035
0101,36522,CITRONELLE,AL,0.008673379,0.00741756,0.006486117,0.008530804
0101,36505,AXIS,AL,0.001630009,0.000833132,0.001251707,0.00155872
0101,36602,MOBILE,AL,0.002028510,0.033379021,0.017182522,0.004838302
0101,36608,MOBILE,AL,0.044785650,0.056222957,0.075102412,0.046281664
0101,36663,MOBILE,AL,0.001430759,0.001558763,0.000227583,0.001418197
0101,36695,MOBILE,AL,0.053670282,0.024590825,0.033909877,0.050955662
0101,36688,MOBILE,AL,0.000912229,2.68752E-05,0.000227583,0.000828002
0101,36533,FAIRHOPE,AL,0.003142389,0.015211374,0.000227583,0.004057861
0101,36689,MOBILE,AL,0.002763094,0.008546319,0.000227583,0.003180135
0101,36691,MOBILE,AL,0.001922883,0.009863205,0.000227583,0.002529407
0101,36568,SAINT ELMO,AL,0.001260317,0.000725631,0.000227583,0.001197685
0101,36671,MOBILE,AL,0.000813804,0.001693139,0.000227583,0.000873402
0101,36470,PERDUE HILL,AL,0.000000000,2.68752E-05,0,2.16189E-06
0101,36458,MEXIA,AL,0.000000000,2.68752E-05,0,2.16189E-06
0102,36032,FORT DEPOSIT,AL,0.000527930,9.92925E-05,0,0.00047678
0102,36054,MILLBROOK,AL,0.021186735,0.018567705,0.003994674,0.020563148
0102,36043,HOPE HULL,AL,0.001923726,0.00047164,0.000307283,0.001754278
0102,36047,LETOHATCHEE,AL,0.000502177,4.96463E-05,0,0.000449405
0102,36092,WETUMPKA,AL,0.028531402,0.029887055,0.014749565,0.02834904
0102,36114,MONTGOMERY,AL,0.000002575,0.000546109,0,5.24686E-05
0102,36125,MONTGOMERY,AL,0.003783070,0.003028422,0.000204855,0.003634024
0102,36108,MONTGOMERY,AL,0.009528494,0.010326424,0.003072826,0.009458044
0102,36310,ABBEVILLE,AL,0.012502929,0.010748418,0.015261702,0.012403133
0102,36302,DOTHAN,AL,0.004524747,0.018245004,0.000102428,0.005687145
0102,36303,DOTHAN,AL,0.040696971,0.070994167,0.082863874,0.044420415
0102,36373,SHORTERVILLE,AL,0.000880742,0.000297878,0.000102428,0.000809842
0102,36362,FORT RUCKER,AL,0.007311188,0.000421993,0.001024275,0.00653805
0102,36374,SKIPPERVILLE,AL,0.001753758,0.000744694,0,0.001621966
0102,36473,RANGE,AL,0.000319333,2.48231E-05,0.000102428,0.000287437
0102,36453,KINSTON,AL,0.003332398,0.001241157,0.000307283,0.003072838
0102,36749,JONES,AL,0.001081613,7.44694E-05,0.000716993,0.000980936
0102,36091,VERBENA,AL,0.000175118,2.48231E-05,0,0.000157406
0102,36313,BELLWOOD,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36028,DOZIER,AL,0.003404505,0.000943279,0.000614565,0.003116182
0102,36027,EUFAULA,AL,0.024292509,0.031426089,0.020587934,0.024865578
0102,36034,GLENWOOD,AL,0.001722855,0.000273054,0.000716993,0.001567216
0102,36006,BILLINGSLEY,AL,0.001478204,0.000322701,0.000512138,0.001350497
0102,36079,TROY,AL,0.015848203,0.004865334,0.010550036,0.014720878
0102,36042,HONORAVILLE,AL,0.002240484,0.000248231,0.000307283,0.00201434
0102,36115,MONTGOMERY,AL,0.000824086,4.96463E-05,0.010652463,0.000971811
0102,36316,CHANCELLOR,AL,0.002814769,0.00079434,0,0.002566401
0102,36323,ELBA,AL,0.011599010,0.008191635,0.012496159,0.011305853
0102,36330,ENTERPRISE,AL,0.049326696,0.041305697,0.057564273,0.048773032
0102,36301,DOTHAN,AL,0.049687234,0.056050639,0.080508041,0.050958465
0102,36361,OZARK,AL,0.004200263,0.005932729,0.000204855,0.004270492
0102,36353,NEWVILLE,AL,0.002964134,0.00086881,0.000204855,0.00271012
0102,36370,PANSEY,AL,0.001282484,9.92925E-05,0,0.001145185
0102,36346,JACK,AL,0.002170951,0.000521286,0,0.001970996
0102,36442,FLORALA,AL,0.005809806,0.008067519,0.007169927,0.006047582
0102,36467,OPP,AL,0.014498763,0.014422242,0.007784492,0.014342191
0102,36474,RED LEVEL,AL,0.004398559,0.001042572,0.000102428,0.003994461
0102,36455,LOCKHART,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36015,CHAPMAN,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36371,PINCKARD,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36025,ELMORE,AL,0.004741070,0.003028422,0.001843696,0.004519148
0102,36026,EQUALITY,AL,0.001058435,0.000322701,0.000204855,0.000971811
0102,36033,GEORGIANA,AL,0.005874188,0.002035497,0.012188876,0.005662052
0102,36009,BRANTLEY,AL,0.003718688,0.000968102,0.002560688,0.003440118
0102,36051,MARBURY,AL,0.002881726,0.000843987,0.001741268,0.002669057
0102,36089,UNION SPRINGS,AL,0.009783446,0.010152662,0.003380109,0.009674763
0102,36109,MONTGOMERY,AL,0.030009606,0.026486285,0.02407047,0.029553537
0102,36105,MONTGOMERY,AL,0.003538419,0.003078069,0.005531087,0.003540493
0102,36312,ASHFORD,AL,0.008112096,0.002209259,0.012291304,0.007662704
0102,36340,GENEVA,AL,0.007792763,0.008638451,0.004609239,0.007799579
0102,36454,LENOX,AL,0.000131339,7.44694E-05,0,0.000123187
0102,36502,ATMORE,AL,0.000036054,2.48231E-05,0,3.42187E-05
0102,36101,MONTGOMERY,AL,0.001099640,0.005113566,0.000204855,0.001448591
0102,36024,ECLECTIC,AL,0.009834951,0.00498945,0.002150978,0.009218514
0102,36029,FITZPATRICK,AL,0.001022382,0.000173762,0.000102428,0.000923904
0102,36010,BRUNDIDGE,AL,0.008312967,0.008117165,0.0070675,0.008267234
0102,36069,RAMER,AL,0.003723838,0.002085143,0.00081942,0.003508556
0102,36078,TALLASSEE,AL,0.011926069,0.010227132,0.004097101,0.011595572
0102,36037,GREENVILLE,AL,0.019896526,0.024277026,0.011574311,0.020113743
0102,36116,MONTGOMERY,AL,0.032327348,0.030358694,0.087780395,0.033381468
0102,36112,MONTGOMERY,AL,0.000563984,0.000173762,0,0.000515562
0102,36106,MONTGOMERY,AL,0.019178026,0.02802532,0.041278296,0.020483305
0102,36319,COLUMBIA,AL,0.003404505,0.00119151,0.001946123,0.00316865
0102,36421,ANDALUSIA,AL,0.014084144,0.006627777,0.004199529,0.013178756
0102,36432,CASTLEBERRY,AL,0.005189166,0.001638327,0.00040971,0.004756397
0102,36460,MONROEVILLE,AL,0.000066957,7.44694E-05,0,6.61561E-05
0102,36068,PRATTVILLE,AL,0.003404505,0.009631376,0.000204855,0.003905493
0102,36321,COWARTS,AL,0.002191554,0.00079434,0.002150978,0.002062246
0102,36758,PLANTERSVILLE,AL,0.000414618,4.96463E-05,0,0.000371843
0102,36120,MONTGOMERY,AL,0.002418177,0.004070994,0.000204855,0.002520776
0102,36102,MONTGOMERY,AL,0.001215527,0.00459228,0.000204855,0.001503341
0102,36052,MATHEWS,AL,0.000375989,0.000248231,0.000307283,0.000362718
0102,36008,BOOTH,AL,0.000077258,9.92925E-05,0,7.75624E-05
0102,35010,ALEXANDER CITY,AL,0.000932247,7.44694E-05,0.001126703,0.000857748
0102,36030,FOREST HOME,AL,0.000924521,0.000496463,0,0.000864592
0102,36005,BANKS,AL,0.004524747,0.001588681,0.000921848,0.00417468
0102,36066,PRATTVILLE,AL,0.025278837,0.018915229,0.039946738,0.025020702
0102,36072,EUFAULA,AL,0.003342699,0.006379546,0.000204855,0.003551899
0102,36049,LUVERNE,AL,0.009126752,0.012064044,0.009320905,0.009401013
0102,36038,GANTT,AL,0.000000000,0,0.000204855,4.56249E-06
0102,36110,MONTGOMERY,AL,0.015152881,0.01251086,0.010345181,0.014803003
0102,36111,MONTGOMERY,AL,0.017074031,0.010177485,0.026221448,0.016643968
0102,36113,MONTGOMERY,AL,0.001604392,4.96463E-05,0.00081942,0.001444028
0102,36064,PIKE ROAD,AL,0.000074683,0.000248231,0,8.89686E-05
0102,36314,BLACK,AL,0.000981177,0.000148939,0.000102428,0.000885123
0102,36048,LOUISVILLE,AL,0.002111720,0.000620578,0.000512138,0.001939059
0102,36081,TROY,AL,0.026211084,0.033362294,0.040356448,0.027183323
0102,36107,MONTGOMERY,AL,0.012788784,0.018245004,0.012291304,0.013279131
0102,36305,DOTHAN,AL,0.020983289,0.019486161,0.028782137,0.021019397
0102,36360,OZARK,AL,0.028307353,0.023581978,0.029601557,0.027901916
0102,36375,SLOCOMB,AL,0.010651311,0.004070994,0.003175254,0.009880075
0102,36401,EVERGREEN,AL,0.012817112,0.015514459,0.008091775,0.012959757
0102,36420,ANDALUSIA,AL,0.018098988,0.031153035,0.010857318,0.01913737
0102,36344,HARTFORD,AL,0.008039989,0.005560382,0.002048551,0.007678673
0102,36351,NEW BROCKTON,AL,0.005678467,0.003251831,0,0.00532899
0102,36477,SAMSON,AL,0.007846844,0.007844111,0.00122913,0.007699204
0102,36456,MC KENZIE,AL,0.002961559,0.000769517,0.003277681,0.002767151
0102,36471,PETERMAN,AL,0.000066957,0,0,5.93124E-05
0102,36022,DEATSVILLE,AL,0.016548676,0.002730545,0.001946123,0.014953565
0102,36020,COOSADA,AL,0.001367468,0.000446816,0.000614565,0.001266091
0102,36035,GOSHEN,AL,0.003445709,0.001017749,0.000716993,0.003161806
0102,36036,GRADY,AL,0.003334973,0.000992925,0.000307283,0.003052307
0102,36003,AUTAUGAVILLE,AL,0.002580419,0.00086881,0.001536413,0.00239987
0102,36017,CLIO,AL,0.003417382,0.003251831,0.004097101,0.003417306
0102,36016,CLAYTON,AL,0.005287027,0.003053246,0.013520434,0.005265115
0102,36067,PRATTVILLE,AL,0.033759197,0.024872781,0.017412681,0.032578469
0102,36080,TITUS,AL,0.003878355,0.00079434,0.006248079,0.003647712
0102,36041,HIGHLAND HOME,AL,0.002467107,0.001092218,0.000307283,0.002292652
0102,36053,MIDWAY,AL,0.003262865,0.001414919,0.000921848,0.0030409
0102,36117,MONTGOMERY,AL,0.032770294,0.056919449,0.061046809,0.03561937
0102,36104,MONTGOMERY,AL,0.012075435,0.06349758,0.060739527,0.017884966
0102,36093,WETUMPKA,AL,0.013316714,0.005237682,0.00122913,0.012305039
0102,36320,COTTONWOOD,AL,0.005147962,0.002109966,0.003380109,0.004829397
0102,36311,ARITON,AL,0.003855177,0.001017749,0.000716993,0.003524525
0102,36318,COFFEE SPRINGS,AL,0.001645597,0.000148939,0,0.001471403
0102,36345,HEADLAND,AL,0.011315731,0.008439866,0.003277681,0.010872417
0102,36352,NEWTON,AL,0.006883693,0.002829837,0.001536413,0.00639205
0102,36703,SELMA,AL,0.000332210,0.000297878,0,0.000321656
0102,36123,MONTGOMERY,AL,0.002075667,0.006305076,0.000204855,0.002422683
0102,36124,MONTGOMERY,AL,0.003000188,0.016010922,0.000204855,0.004133617
0102,36121,MONTGOMERY,AL,0.001627570,0.005039096,0.000102428,0.001907121
0102,36082,TROY,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36349,MALVERN,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36476,RIVER FALLS,AL,0.000000000,2.48231E-05,0,2.28125E-06
0102,36071,RUTLEDGE,AL,0.001290210,0.00047164,0.00081942,0.001204498
0102,36046,LAPINE,AL,0.002376973,0.000769517,0.000307283,0.002183152
0102,36317,CLOPTON,AL,0.000754554,0.000248231,0.000204855,0.00069578
0102,36322,DALEVILLE,AL,0.012745005,0.013205908,0.012803442,0.012788663
0102,36376,WEBB,AL,0.003195908,0.000595755,0.001536413,0.002919994
0102,36343,GORDON,AL,0.002364097,0.000744694,0.000204855,0.002167183
0102,36350,MIDLAND CITY,AL,0.009270967,0.002358198,0.008501485,0.008618546
0102,36475,REPTON,AL,0.001624995,0.000273054,0,0.00146456
0102,36483,WING,AL,0.000527930,0.000173762,0,0.000483624
0102,36103,MONTGOMERY,AL,0.001339140,0.004815688,0.000204855,0.001633372
0102,36118,MONTGOMERY,AL,0.000000000,2.48231E-05,0,2.28125E-06
0103,35010,ALEXANDER CITY,AL,0.029078187,0.035320532,0.107511642,0.031207692
0103,35120,ODENVILLE,AL,0.017875018,0.006367079,0.002328407,0.016773802
0103,35094,LEEDS,AL,0.004205744,0.004423444,0.001518526,0.004161321
0103,35131,RAGLAND,AL,0.005461879,0.002546832,0.00040494,0.005158443
0103,35160,TALLADEGA,AL,0.037890568,0.039743976,0.036242154,0.03797704
0103,35178,VINCENT,AL,0.001489382,0.000268088,0,0.001376028
0103,35901,GADSDEN,AL,0.000104475,0.000134044,0,0.000104144
0103,36013,CECIL,AL,0.000539385,0.000268088,0,0.00050964
0103,36277,WEAVER,AL,0.006479907,0.001642036,0.002429642,0.006071363
0103,36269,MUSCADINE,AL,0.001865980,0.000435642,0.000506175,0.001741639
0103,36089,UNION SPRINGS,AL,0.001095777,0.000335109,0,0.001021496
0103,36083,TUSKEGEE,AL,0.013146897,0.018565061,0.026726058,0.013802379
0103,36130,MONTGOMERY,AL,0.000000000,3.35109E-05,0.001619761,3.7669E-05
0103,36255,CRAGFORD,AL,0.001742067,0.000435642,0,0.001617553
0103,36256,DAVISTON,AL,0.002235288,0.001742569,0.00020247,0.002158214
0103,36803,OPELIKA,AL,0.003816998,0.014476727,0.00020247,0.004442731
0103,36863,LANETT,AL,0.017323485,0.018363996,0.01538773,0.017349917
0103,36867,PHENIX CITY,AL,0.029743914,0.039542911,0.048592833,0.030804411
0103,36858,HATCHECHUBBEE,AL,0.000794499,0.000234577,0.000101235,0.000742302
0103,36868,PHENIX CITY,AL,0.005403567,0.012734158,0.00020247,0.005774442
0103,36850,CAMP HILL,AL,0.003834006,0.002379277,0.003948168,0.003740314
0103,36257,DE ARMANVILLE,AL,0.001010739,0.000770752,0.000101235,0.000974963
0103,36849,AUBURN UNIVERSITY,AL,0.000000000,0.000100533,0.017918607,0.000398849
0103,36027,EUFAULA,AL,0.000204092,0.000201066,0,0.000199424
0103,35903,GADSDEN,AL,0.000133631,3.35109E-05,0,0.000124086
0103,36851,COTTONTON,AL,0.000000000,3.35109E-05,0,2.21583E-06
0103,35052,COOK SPRINGS,AL,0.000000000,3.35109E-05,0,2.21583E-06
0103,35112,MARGARET,AL,0.000000000,3.35109E-05,0,2.21583E-06
0103,36254,CHOCCOLOCCO,AL,0.000000000,3.35109E-05,0,2.21583E-06
0103,35128,PELL CITY,AL,0.013572088,0.010891056,0.00718769,0.01325507
0103,35173,TRUSSVILLE,AL,0.005228631,0.004456955,0.001012351,0.00508532
0103,35149,SYCAMORE,AL,0.001158948,0.000603197,0.000101235,0.00109905
0103,35905,GADSDEN,AL,0.000874678,0.000569686,0.00020247,0.000839798
0103,35961,COLLINSVILLE,AL,0.000811507,0.000201066,0,0.000753381
0103,35972,GALLANT,AL,0.000362020,0.000100533,0,0.000336806
0103,36052,MATHEWS,AL,0.000796929,0.000301598,0.000303705,0.000753381
0103,36272,PIEDMONT,AL,0.016273871,0.016118763,0.008402511,0.016091327
0103,36278,WEDOWEE,AL,0.008377472,0.006970276,0.003846933,0.008185261
0103,36268,MUNFORD,AL,0.007459060,0.00177608,0.001113586,0.006944398
0103,36264,HEFLIN,AL,0.012170173,0.012968734,0.008503746,0.012142726
0103,36280,WOODLAND,AL,0.006032849,0.003485138,0.001619761,0.005767795
0103,36866,NOTASULGA,AL,0.005641674,0.001910124,0.001720996,0.005309119
0103,36047,LETOHATCHEE,AL,0.000004859,0,0,4.43165E-06
0103,36253,BYNUM,AL,0.000000000,6.70219E-05,0,4.43165E-06
0103,36057,MOUNT MEIGS,AL,0.000000000,3.35109E-05,0,2.21583E-06
0103,35125,PELL CITY,AL,0.012947665,0.023524681,0.011135857,0.013607387
0103,35959,CEDAR BLUFF,AL,0.007476068,0.002513321,0.003846933,0.007068485
0103,36274,ROANOKE,AL,0.014738325,0.018263463,0.018222312,0.015047673
0103,36276,WADLEY,AL,0.003321347,0.001943635,0.000708645,0.003173063
0103,36088,TUSKEGEE INSTITUTE,AL,0.005017251,0.005663349,0.020247014,0.00539332
0103,36206,ANNISTON,AL,0.013941397,0.014878858,0.011439563,0.013948624
0103,36207,ANNISTON,AL,0.025827300,0.027646527,0.028244584,0.026000501
0103,36205,ANNISTON,AL,0.002417513,0.003049496,0.00678275,0.002554847
0103,36265,JACKSONVILLE,AL,0.026497886,0.018665594,0.02935817,0.026042601
0103,36266,LINEVILLE,AL,0.008989747,0.004926108,0.005264224,0.008639505
0103,36869,PHENIX CITY,AL,0.026714126,0.013437887,0.028953229,0.025885278
0103,36861,JACKSONS GAP,AL,0.005561495,0.001977146,0.004454343,0.005300255
0103,36854,VALLEY,AL,0.022003013,0.019000704,0.009718567,0.021535612
0103,36855,FIVE POINTS,AL,0.002395646,0.001005328,0.001214821,0.002277869
0103,35967,FORT PAYNE,AL,0.000461636,0.000167555,0,0.000432086
0103,36039,HARDAWAY,AL,0.000461636,0.000100533,0,0.000427654
0103,36116,MONTGOMERY,AL,0.000131202,0,0,0.000119655
0103,35146,SPRINGVILLE,AL,0.011813013,0.006936765,0.001012351,0.01125418
0103,36279,WELLINGTON,AL,0.003362651,0.001273416,0.00060741,0.003164199
0103,36251,ASHLAND,AL,0.008455221,0.004825576,0.018829723,0.008442297
0103,36830,AUBURN,AL,0.058807522,0.059515432,0.082911521,0.059381918
0103,36870,PHENIX CITY,AL,0.021390738,0.012197983,0.02217048,0.020799957
0103,30165,ROME,GA,0.000133631,0,0,0.00012187
0103,36831,AUBURN,AL,0.005634385,0.024295432,0.00020247,0.006749406
0103,35054,CROPWELL,AL,0.005964819,0.003585671,0.001822231,0.005716831
0103,35151,SYLACAUGA,AL,0.008972739,0.003887269,0.002429642,0.008493261
0103,35960,CENTRE,AL,0.014429758,0.022251265,0.011439563,0.014881487
0103,35983,LEESBURG,AL,0.005294232,0.003518649,0.002227171,0.005109694
0103,36064,PIKE ROAD,AL,0.014230526,0.005663349,0.001417291,0.013383588
0103,36271,OHATCHEE,AL,0.008190388,0.003284072,0.001518526,0.007719937
0103,36117,MONTGOMERY,AL,0.027924097,0.032371569,0.020247014,0.02805014
0103,36250,ALEXANDRIA,AL,0.005051266,0.005897926,0.004454343,0.005094184
0103,36202,ANNISTON,AL,0.004698965,0.018263463,0.00020247,0.005497464
0103,36260,EASTABOGA,AL,0.005143593,0.003485138,0.001113586,0.004945723
0103,36263,GRAHAM,AL,0.000974294,0.000201066,0.000506175,0.00091292
0103,36258,DELTA,AL,0.003250887,0.002278744,0.000708645,0.003130962
0103,36804,OPELIKA,AL,0.027630108,0.012566603,0.025207532,0.026581047
0103,36871,PITTSVIEW,AL,0.001793090,0.000837774,0.00040494,0.001699538
0103,36877,SMITHS STATION,AL,0.014089606,0.005797393,0.009516096,0.0134412
0103,35121,ONEONTA,AL,0.000303708,6.70219E-05,0,0.00028141
0103,35133,REMLAP,AL,0.000264833,0.000100533,0,0.000248172
0103,36860,HURTSBORO,AL,0.001669177,0.000402131,0.00040494,0.001557726
0103,36065,PINE LEVEL,AL,0.000000000,3.35109E-05,0,2.21583E-06
0103,35906,RAINBOW CITY,AL,0.000065601,0,0,5.98273E-05
0103,35954,ATTALLA,AL,0.000007289,0,0,6.64748E-06
0103,36131,MONTGOMERY,AL,0.000000000,0,0.000101235,2.21583E-06
0103,36026,EQUALITY,AL,0.000026726,0,0,2.43741E-05
0103,35072,GOODWATER,AL,0.003510861,0.000603197,0,0.003241753
0103,35096,LINCOLN,AL,0.012014675,0.008277203,0.004960518,0.011613143
0103,35150,SYLACAUGA,AL,0.028116041,0.041453034,0.011642033,0.028637334
